34.3     962.3
35.5    1000.8
38.7    1264.5
38.2    1005.5
43.8    1879.0
41.8    1638.0
36.8     936.0
40.0    1490.8
40.8    1416.2
39.5    1441.0
36.3    1089.6
41.4    1512.3
